A1_TTV,B1_TTV,C1_TTV,A2_TTV,B2_TTV,C2_TTV,A1_WARP,B1_WARP,C1_WARP,A2_WARP,B2_WARP,C2_WARP,A1_BOW,B1_BOW,C1_BOW,A2_BOW,B2_BOW,C2_BOW,A1_WAVI,B1_WAVI,C1_WAVI,A2_WAVI,B2_WAVI,C2_WAVI
,,,9.9,,,,,,10.54,,,,,,0.16,,,,,,0.67,,
,,,9.84,,,,,,9.23,,,,,,0.55,,,,,,0.68,,
,,,10.98,,,,,,10.46,,,,,,0.58,,,,,,0.82,,
,,,10.91,,,,,,9.3,,,,,,0.26,,,,,,0.5,,
,,,10.08,,,,,,12.63,,,,,,0.09,,,,,,0.65,,
,,,9.79,,,,,,11.48,,,,,,-1.76,,,,,,0.58,,
,,,9.32,,,,,,11.28,,,,,,0.5,,,,,,0.74,,
,,,10.1,,,,,,10.53,,,,,,0.99,,,,,,0.57,,
,,,9.67,,,,,,11.08,,,,,,0.26,,,,,,0.6,,
,,,11.4,,,,,,7.84,,,,,,0.71,,,,,,0.55,,
,,,9.87,,,,,,7.78,,,,,,0.98,,,,,,0.66,,
,,,10.09,,,,,,10.92,,,,,,-2.98,,,,,,0.97,,
,,,9.16,,,,,,11.22,,,,,,1.83,,,,,,0.85,,
,,,10.03,,,,,,10.18,,,,,,0.92,,,,,,0.95,,
,,,10.41,,,,,,10.6,,,,,,0.47,,,,,,0.86,,
,,,11.2,,,,,,8.67,,,,,,0.77,,,,,,0.92,,
,,,8.71,,,,,,9.89,,,,,,0.93,,,,,,0.73,,
,,,9.13,,,,,,10.91,,,,,,-0.79,,,,,,1.01,,
,,,8.58,,,,,,10.73,,,,,,-1.02,,,,,,0.38,,
,,,8.19,,,,,,11.32,,,,,,0.85,,,,,,0.32,,
,,,8.09,,,,,,13.12,,,,,,0.19,,,,,,0.29,,
,,,8.82,,,,,,11.46,,,,,,0.87,,,,,,0.31,,
,,,8.44,,,,,,10.79,,,,,,1.14,,,,,,0.34,,
,,,8.83,,,,,,10.91,,,,,,1.03,,,,,,0.44,,
,,,8.75,,,,,,8.35,,,,,,-0.98,,,,,,0.89,,
,,,8.68,,,,,,8.97,,,,,,-1.11,,,,,,0.99,,
,,,9.07,,,,,,9.97,,,,,,-1.33,,,,,,1.06,,
,,,9.01,,,,,,9.11,,,,,,-1.16,,,,,,1.35,,
,,,7.93,,,,,,11.45,,,,,,-1.08,,,,,,0.74,,
,,,8.26,,,,,,10.38,,,,,,-0.68,,,,,,0.78,,
,,,7.76,,,,,,9.1,,,,,,1.28,,,,,,0.63,,
,,,8.06,,,,,,6.86,,,,,,1,,,,,,0.66,,
,,,7.89,,,,,,6.74,,,,,,1.04,,,,,,0.92,,
,,,8.54,,,,,,8.38,,,,,,2.22,,,,,,0.78,,
,,,9.66,,,,,,12.04,,,,,,2.01,,,,,,0.86,,
,,,12.09,,,,,,9.79,,,,,,-0.85,,,,,,0.65,,
,,,12.72,,,,,,10.24,,,,,,-1.24,,,,,,0.73,,
,,,13.12,,,,,,10,,,,,,-1.84,,,,,,0.76,,
,,,13.18,,,,,,8.23,,,,,,-1.38,,,,,,0.64,,
,,,12.81,,,,,,8.44,,,,,,-1.04,,,,,,0.61,,
,,,8.21,,,,,,10.09,,,,,,-1.33,,,,,,1.09,,
,,,9.7,,,,,,10.69,,,,,,-2.86,,,,,,0.72,,
,,,10.21,,,,,,9.63,,,,,,-1.32,,,,,,0.74,,
,,,9.45,,,,,,9.59,,,,,,-0.16,,,,,,0.8,,
,,,9.3,,,,,,10.57,,,,,,0.53,,,,,,0.89,,
,,,12.35,,,,,,10.18,,,,,,0.37,,,,,,0.7,,
,,,8.81,,,,,,13.32,,,,,,0.06,,,,,,1.04,,
,,,9.21,,,,,,7.41,,,,,,-1.59,,,,,,1.2,,
,,,8.66,,,,,,6.79,,,,,,-0.46,,,,,,0.92,,
,,,9.34,,,,,,8.09,,,,,,-0.86,,,,,,0.86,,
,,,8.57,,,,,,6.55,,,,,,-1.43,,,,,,0.83,,
,,,8.99,,,,,,6.6,,,,,,-0.23,,,,,,0.71,,
,,,9.68,,,,,,7.94,,,,,,-0.09,,,,,,1.02,,
,,,8.39,,,,,,14,,,,,,-1.62,,,,,,1.15,,
,,,8.36,,,,,,13.5,,,,,,0.69,,,,,,0.56,,
,,,9.24,,,,,,13.72,,,,,,0.01,,,,,,0.78,,
,,,9.65,,,,,,13.81,,,,,,0.7,,,,,,0.61,,
,,,10.21,,,,,,12.67,,,,,,0.21,,,,,,1.21,,
,,,10.27,,,,,,12.81,,,,,,-0.4,,,,,,1.04,,
,,,9.55,,,,,,5.87,,,,,,-1.16,,,,,,0.84,,
,,,10.92,,,,,,6.31,,,,,,0.37,,,,,,0.88,,
,,,10.95,,,,,,5.81,,,,,,-0.82,,,,,,0.8,,
,,,10.33,,,,,,7.14,,,,,,-0.43,,,,,,0.76,,
,,,10.05,,,,,,6.83,,,,,,-0.32,,,,,,1.14,,
,,,12.02,,,,,,8.39,,,,,,1.58,,,,,,1.17,,
,,,12.73,,,,,,6.77,,,,,,0.54,,,,,,1.09,,
,,,11.23,,,,,,10.34,,,,,,0.71,,,,,,1.35,,
,,,10.78,,,,,,6.41,,,,,,0.66,,,,,,1.05,,
,,,10.8,,,,,,6.56,,,,,,-0.23,,,,,,0.96,,
,,,11.18,,,,,,6.36,,,,,,1.43,,,,,,1.02,,
,,,10.49,,,,,,6.6,,,,,,1.34,,,,,,1.15,,
,,,10.4,,,,,,9.49,,,,,,-1.63,,,,,,0.95,,
,,,10.33,,,,,,9.92,,,,,,-2.03,,,,,,0.98,,
,,,10.57,,,,,,9.06,,,,,,-2.46,,,,,,0.91,,
,,,9.56,,,,,,12.45,,,,,,-1.22,,,,,,0.76,,
,,,11.53,,,,,,14.12,,,,,,-1.7,,,,,,1.13,,
,,,9.29,,,,,,13.41,,,,,,-1.87,,,,,,1.31,,
,,,8.89,,,,,,7.48,,,,,,-0.68,,,,,,1.27,,
,,,9.94,,,,,,8.33,,,,,,-0.6,,,,,,0.75,,
,,,8.96,,,,,,8.02,,,,,,-0.14,,,,,,0.95,,
,,,9.71,,,,,,9.06,,,,,,1.94,,,,,,0.58,,
,,,9.52,,,,,,10.27,,,,,,2.12,,,,,,0.55,,
,,,9.49,,,,,,9.61,,,,,,-0.95,,,,,,0.64,,
,,,9.15,,,,,,5.3,,,,,,-1.23,,,,,,0.67,,
,,,8.52,,,,,,4.83,,,,,,-1.33,,,,,,0.52,,
,,,8.93,,,,,,6.61,,,,,,-1.64,,,,,,0.51,,
,,,8.96,,,,,,6.86,,,,,,-1.63,,,,,,0.52,,
,,,14.64,,,,,,6.99,,,,,,-1.38,,,,,,0.58,,
,,,10.82,,,,,,6.25,,,,,,-2.13,,,,,,0.7,,
,,,10.73,,,,,,7.34,,,,,,0.56,,,,,,1.02,,
,,,10.83,,,,,,7.92,,,,,,1.4,,,,,,0.92,,
,,,10.89,,,,,,8.4,,,,,,2.02,,,,,,0.92,,
,,,10.16,,,,,,12.26,,,,,,1.1,,,,,,0.78,,
,,,11.68,,,,,,10.89,,,,,,-0.43,,,,,,1,,
,,,10.25,,,,,,8.54,,,,,,-0.81,,,,,,1.15,,
,,,10.39,,,,,,8.23,,,,,,-1.24,,,,,,0.88,,
,,,10.11,,,,,,7.88,,,,,,-1.2,,,,,,0.65,,
,,,10.16,,,,,,8.16,,,,,,-1.64,,,,,,0.67,,
,,,10.52,,,,,,9.22,,,,,,-2.32,,,,,,0.89,,
,,,10.66,,,,,,9.59,,,,,,-0.1,,,,,,0.9,,
,,,11.31,,,,,,9.86,,,,,,-0.72,,,,,,1,,
,,,10.89,,,,,,10.06,,,,,,-1.07,,,,,,0.96,,
,,,9.79,,,,,,10.83,,,,,,-0.78,,,,,,1.07,,
,,,10.27,,,,,,13.47,,,,,,-1.5,,,,,,0.9,,
,,,10.63,,,,,,6.42,,,,,,-2.43,,,,,,1.01,,
,,,11.61,,,,,,6.84,,,,,,0.39,,,,,,0.92,,
,,,11.09,,,,,,6.82,,,,,,0.36,,,,,,1.23,,
,,,9.79,,,,,,6.62,,,,,,-0.26,,,,,,1.38,,
,,,10.35,,,,,,6.39,,,,,,-0.23,,,,,,1.35,,
,,,9.57,,,,,,8.3,,,,,,-0.56,,,,,,1.11,,
,,,9.22,,,,,,7.75,,,,,,-1.29,,,,,,1.29,,
,,,10.35,,,,,,7.32,,,,,,-1.28,,,,,,1.12,,
,,,10.58,,,,,,8.42,,,,,,-1.49,,,,,,0.79,,
,,,15.89,,,,,,6.64,,,,,,-2.14,,,,,,0.64,,
,,,9.92,,,,,,7.8,,,,,,-1.82,,,,,,0.53,,
,,,9.63,,,,,,8.47,,,,,,-2.46,,,,,,0.62,,
,,,9.64,,,,,,10,,,,,,-2.86,,,,,,0.73,,
,,,9.97,,,,,,9.66,,,,,,-1.38,,,,,,0.66,,
,,,9.78,,,,,,9.61,,,,,,-1.39,,,,,,0.97,,
,,,10.28,,,,,,10.31,,,,,,-1.31,,,,,,0.83,,
,,,10.37,,,,,,10,,,,,,-1.63,,,,,,0.62,,
,,,10.77,,,,,,11.76,,,,,,-1.61,,,,,,0.58,,
,,,12.85,,,,,,7.18,,,,,,-1.85,,,,,,0.43,,
,,,14.37,,,,,,6.81,,,,,,-0.67,,,,,,0.74,,
,,,10.11,,,,,,7.49,,,,,,-0.9,,,,,,0.98,,
,,,10.16,,,,,,8.25,,,,,,-1.7,,,,,,0.89,,
,,,10.6,,,,,,8.1,,,,,,-1.74,,,,,,0.88,,
,,,12.99,,,,,,8.72,,,,,,-1.95,,,,,,0.94,,
,,,11.96,,,,,,8.29,,,,,,-3.25,,,,,,0.91,,
,,,12.86,,,,,,7.65,,,,,,1.15,,,,,,0.86,,
,,,9.35,,,,,,8.42,,,,,,1,,,,,,1.18,,
,,,10.58,,,,,,8.72,,,,,,0.38,,,,,,0.86,,
,,,9.93,,,,,,8.08,,,,,,0.56,,,,,,0.78,,
,,,12.14,,,,,,10.68,,,,,,0.19,,,,,,1.08,,
,,,11.17,,,,,,7.69,,,,,,-0.11,,,,,,0.81,,
,,,11.64,,,,,,5.98,,,,,,-0.56,,,,,,0.91,,
,,,10.46,,,,,,7.23,,,,,,-0.65,,,,,,0.87,,
,,,11.34,,,,,,8.21,,,,,,-1.23,,,,,,1.18,,
,,,12.11,,,,,,8.35,,,,,,-1.11,,,,,,1.33,,
,,,13.28,,,,,,11.6,,,,,,-1.27,,,,,,1.35,,
,,,13.86,,,,,,7.73,,,,,,-2.41,,,,,,1.23,,
,,,14.34,,,,,,8.1,,,,,,0.37,,,,,,1.1,,
,,,9.69,,,,,,7.52,,,,,,0.02,,,,,,1.33,,
,,,10.11,,,,,,6.83,,,,,,0.04,,,,,,0.78,,
,,,10.55,,,,,,8.23,,,,,,-0.97,,,,,,0.65,,
,,,10.23,,,,,,6.84,,,,,,-0.76,,,,,,0.5,,
,,,10.3,,,,,,7.62,,,,,,0.62,,,,,,0.61,,
,,,10.49,,,,,,6.51,,,,,,-0.19,,,,,,0.66,,
,,,12.45,,,,,,7.63,,,,,,-0.51,,,,,,0.87,,
,,,12.61,,,,,,6.68,,,,,,-0.8,,,,,,0.75,,
,,,13.87,,,,,,6.27,,,,,,-0.81,,,,,,1.15,,
,,,15.09,,,,,,8.21,,,,,,-1.68,,,,,,1.01,,
,,,15.67,,,,,,7.8,,,,,,-1.19,,,,,,0.9,,
,,,9.45,,,,,,5.07,,,,,,0.21,,,,,,0.87,,
,,,9.75,,,,,,5.37,,,,,,0.06,,,,,,0.9,,
,,,9.8,,,,,,6.83,,,,,,-0.62,,,,,,0.57,,
,,,9.93,,,,,,6.13,,,,,,-0.83,,,,,,0.43,,
,,,9.99,,,,,,6.5,,,,,,-1.2,,,,,,0.46,,
,,,10.48,,,,,,5.81,,,,,,-2.29,,,,,,0.4,,
,,,9.14,,,,,,5.17,,,,,,-0.12,,,,,,0.55,,
,,,10.24,,,,,,6.79,,,,,,-0.24,,,,,,0.63,,
,,,10.4,,,,,,7.04,,,,,,-0.29,,,,,,0.59,,
,,,9.3,,,,,,8.84,,,,,,-0.92,,,,,,0.5,,
,,,9.85,,,,,,6.42,,,,,,-0.77,,,,,,0.47,,
,,,11.54,,,,,,9.22,,,,,,-2,,,,,,0.52,,
,,,9.58,,,,,,8.36,,,,,,-0.15,,,,,,0.57,,
,,,9.47,,,,,,6.98,,,,,,-0.47,,,,,,0.68,,
,,,9.4,,,,,,5.49,,,,,,-1.31,,,,,,0.54,,
,,,9.57,,,,,,5.66,,,,,,-1.23,,,,,,0.58,,
,,,9.54,,,,,,7.07,,,,,,-1.23,,,,,,0.5,,
,,,9.79,,,,,,10.63,,,,,,-1.49,,,,,,0.56,,
,,,8.16,,,,,,8.49,,,,,,-0.29,,,,,,0.55,,
,,,7.88,,,,,,8.95,,,,,,-0.54,,,,,,0.69,,
,,,7.11,,,,,,7.02,,,,,,-0.83,,,,,,1.12,,
,,,7.03,,,,,,6.06,,,,,,-1.41,,,,,,0.85,,
,,,6.76,,,,,,12.43,,,,,,-1.25,,,,,,0.84,,
,,,6.74,,,,,,8.47,,,,,,-2.48,,,,,,0.9,,
,,,7.76,,,,,,8.1,,,,,,-0.83,,,,,,0.77,,
,,,8,,,,,,6.21,,,,,,-1.13,,,,,,0.85,,
,,,7.06,,,,,,5.99,,,,,,-0.99,,,,,,0.9,,
,,,6.99,,,,,,6.07,,,,,,-1.24,,,,,,0.89,,
,,,6.47,,,,,,7.55,,,,,,-1.65,,,,,,0.79,,
,,,6.32,,,,,,6.63,,,,,,-1.76,,,,,,0.76,,
,,,8.14,,,,,,5.46,,,,,,-0.61,,,,,,0.76,,
,,,9.02,,,,,,5.42,,,,,,-0.24,,,,,,1.16,,
,,,8.78,,,,,,8.52,,,,,,-0.57,,,,,,0.47,,
,,,9.23,,,,,,8.54,,,,,,-0.94,,,,,,0.45,,
,,,9.52,,,,,,10.15,,,,,,-1.11,,,,,,0.51,,
,,,9.53,,,,,,6.36,,,,,,-1.61,,,,,,0.64,,
,,,9.01,,,,,,6.53,,,,,,-0.78,,,,,,0.55,,
,,,9.44,,,,,,6.68,,,,,,-1.66,,,,,,0.53,,
,,,9.25,,,,,,5.72,,,,,,-1.79,,,,,,0.47,,
,,,9.42,,,,,,6.9,,,,,,-2.33,,,,,,0.38,,
,,,9.84,,,,,,8.6,,,,,,-2.29,,,,,,0.48,,
,,,10.16,,,,,,6.71,,,,,,-3.42,,,,,,0.58,,
,,,9.05,,,,,,6.64,,,,,,1.32,,,,,,0.78,,
,,,8.33,,,,,,7.7,,,,,,1.28,,,,,,0.71,,
,,,8.89,,,,,,7.12,,,,,,1.21,,,,,,0.64,,
,,,8.75,,,,,,7.37,,,,,,1.08,,,,,,0.59,,
,,,9.54,,,,,,9.51,,,,,,1.47,,,,,,0.54,,
,,,10.09,,,,,,6.04,,,,,,0.23,,,,,,0.49,,
,,,9.57,,,,,,6.4,,,,,,-0.58,,,,,,0.56,,
,,,9.09,,,,,,8.26,,,,,,-0.5,,,,,,0.95,,
,,,9.24,,,,,,8.92,,,,,,-1.07,,,,,,1.04,,
,,,9.71,,,,,,7.99,,,,,,-1.65,,,,,,0.53,,
,,,9.14,,,,,,9.45,,,,,,-2.1,,,,,,0.92,,
,,,9.32,,,,,,5.11,,,,,,-2.63,,,,,,0.65,,
,,,9.47,,,,,,5.94,,,,,,-1.8,,,,,,0.67,,
,,,9.42,,,,,,5.7,,,,,,-2,,,,,,0.55,,
,,,9.93,,,,,,5.96,,,,,,-1.65,,,,,,0.71,,
,,,10.24,,,,,,5.85,,,,,,-2.69,,,,,,0.69,,
,,,10.83,,,,,,7.98,,,,,,-3.03,,,,,,0.69,,
,,,9.92,,,,,,6.42,,,,,,-3.67,,,,,,0.71,,
,,,8.96,,,,,,7.29,,,,,,-0.87,,,,,,0.74,,
,,,9.48,,,,,,5.38,,,,,,-1.16,,,,,,0.61,,
,,,9.24,,,,,,7.08,,,,,,-1.3,,,,,,0.79,,
,,,9,,,,,,7.26,,,,,,-1.83,,,,,,0.89,,
,,,9.19,,,,,,9.45,,,,,,-2.1,,,,,,0.94,,
,,,10.78,,,,,,7.66,,,,,,-2.6,,,,,,0.88,,
,,,9.53,,,,,,7.52,,,,,,-0.17,,,,,,0.71,,
,,,9.26,,,,,,6.22,,,,,,-1.6,,,,,,1,,
,,,8.91,,,,,,8.19,,,,,,-1.6,,,,,,1.13,,
,,,8.97,,,,,,8.64,,,,,,-1.78,,,,,,0.82,,
,,,9.07,,,,,,9.65,,,,,,-1.86,,,,,,0.94,,
,,,9.85,,,,,,7.25,,,,,,-3.23,,,,,,0.9,,
,,,8.67,,,,,,8.61,,,,,,-1.38,,,,,,0.96,,
,,,9.46,,,,,,7.54,,,,,,-1.86,,,,,,0.83,,
,,,8.82,,,,,,8.71,,,,,,-1.99,,,,,,0.6,,
,,,9.24,,,,,,9.85,,,,,,-2.29,,,,,,0.55,,
,,,9.22,,,,,,11.23,,,,,,-2.25,,,,,,0.66,,
,,,9.92,,,,,,9.07,,,,,,-2.75,,,,,,0.6,,
,,,8.59,,,,,,6.62,,,,,,0.68,,,,,,0.65,,
,,,9.2,,,,,,7.56,,,,,,0.17,,,,,,0.83,,
,,,8.53,,,,,,7.35,,,,,,-0.35,,,,,,0.8,,
,,,8.82,,,,,,8.85,,,,,,-0.78,,,,,,0.67,,
,,,8.92,,,,,,9.94,,,,,,-0.53,,,,,,0.72,,
,,,8.34,,,,,,9,,,,,,-1.86,,,,,,0.67,,
,,,9.22,,,,,,8.89,,,,,,-1.77,,,,,,0.76,,
,,,7.96,,,,,,6.8,,,,,,-2.27,,,,,,0.83,,
,,,7.34,,,,,,8.78,,,,,,-2.61,,,,,,0.78,,
,,,7.67,,,,,,10.19,,,,,,-3.35,,,,,,0.68,,
,,,7.72,,,,,,10.34,,,,,,-3.4,,,,,,0.58,,
,,,8.67,,,,,,5.93,,,,,,-3.8,,,,,,0.61,,
,,,7.98,,,,,,4.56,,,,,,0.42,,,,,,0.68,,
,,,8.78,,,,,,4.26,,,,,,0.59,,,,,,0.9,,
,,,7.75,,,,,,4.54,,,,,,-0.01,,,,,,0.74,,
,,,8.02,,,,,,5.96,,,,,,-0.02,,,,,,0.87,,
,,,7.41,,,,,,6.85,,,,,,-0.29,,,,,,0.75,,
,,,7.24,,,,,,8.13,,,,,,-0.67,,,,,,0.82,,
,,,8.08,,,,,,8.8,,,,,,0.35,,,,,,0.9,,
,,,8.49,,,,,,7.51,,,,,,0.24,,,,,,1.2,,
,,,9.09,,,,,,9.6,,,,,,-0.15,,,,,,0.59,,
,,,8.63,,,,,,9.22,,,,,,-0.12,,,,,,0.59,,
,,,9.01,,,,,,11.69,,,,,,0.08,,,,,,0.6,,
,,,9.43,,,,,,4.43,,,,,,-1.17,,,,,,0.62,,
,,,7.97,,,,,,4.79,,,,,,1.78,,,,,,0.73,,
,,,7.76,,,,,,5.15,,,,,,1.09,,,,,,0.72,,
,,,7.43,,,,,,5.78,,,,,,0.8,,,,,,0.74,,
,,,6.7,,,,,,6.91,,,,,,0.56,,,,,,0.49,,
,,,7.39,,,,,,7.06,,,,,,0.36,,,,,,0.5,,
,,,5.97,,,,,,8.29,,,,,,-0.12,,,,,,0.43,,
,,,8.39,,,,,,8.35,,,,,,-0.67,,,,,,0.52,,
,,,8.11,,,,,,8.36,,,,,,-1.21,,,,,,0.69,,
,,,8.67,,,,,,8.39,,,,,,-1.59,,,,,,0.55,,
,,,8.96,,,,,,9.83,,,,,,-1.48,,,,,,0.59,,
,,,8.7,,,,,,9.57,,,,,,-1.46,,,,,,0.48,,
,,,9.97,,,,,,7.97,,,,,,-2.5,,,,,,0.44,,
,,,8.94,,,,,,6.77,,,,,,0.46,,,,,,0.48,,
,,,9.59,,,,,,6.86,,,,,,0.08,,,,,,1.06,,
,,,9.72,,,,,,9.01,,,,,,-0.46,,,,,,0.53,,
,,,10.19,,,,,,10.65,,,,,,-0.44,,,,,,0.45,,
,,,9.85,,,,,,12.8,,,,,,-0.76,,,,,,0.56,,
,,,10.28,,,,,,6.97,,,,,,-1.83,,,,,,0.48,,
,,,8.22,,,,,,7.9,,,,,,-0.43,,,,,,0.54,,
,,,8.34,,,,,,6.71,,,,,,-0.55,,,,,,1.27,,
,,,8.8,,,,,,7.05,,,,,,-1.29,,,,,,0.98,,
,,,9.45,,,,,,7.15,,,,,,-1.35,,,,,,1.14,,
,,,8.66,,,,,,9.91,,,,,,-1.45,,,,,,1.44,,
,,,9.63,,,,,,8.07,,,,,,-1.47,,,,,,1.4,,
,,,8.86,,,,,,7.86,,,,,,0.49,,,,,,0.95,,
,,,10.93,,,,,,7.18,,,,,,0.12,,,,,,0.91,,
,,,10.08,,,,,,9.99,,,,,,-0.41,,,,,,0.71,,
,,,11.27,,,,,,9.78,,,,,,-0.31,,,,,,0.6,,
,,,9.58,,,,,,10.81,,,,,,-0.3,,,,,,0.68,,
,,,11.1,,,,,,8.94,,,,,,-0.52,,,,,,0.91,,
,,,8.88,,,,,,8.71,,,,,,-1.78,,,,,,0.82,,
,,,9.76,,,,,,9.99,,,,,,-1.84,,,,,,0.73,,
,,,9.56,,,,,,10.95,,,,,,-2.41,,,,,,0.8,,
,,,9.88,,,,,,10.56,,,,,,-2.56,,,,,,0.69,,
,,,10.13,,,,,,10.14,,,,,,-2.15,,,,,,0.63,,
,,,10.58,,,,,,9.73,,,,,,-2.99,,,,,,0.85,,
,,,9.22,,,,,,7.74,,,,,,0.89,,,,,,0.88,,
,,,9.08,,,,,,8.39,,,,,,0.13,,,,,,0.69,,
,,,8.86,,,,,,8.53,,,,,,0.03,,,,,,0.88,,
,,,9.01,,,,,,8.43,,,,,,-0.34,,,,,,0.77,,
,,,9.03,,,,,,10.82,,,,,,-0.46,,,,,,0.7,,
,,,11.62,,,,,,8.39,,,,,,-1.07,,,,,,0.97,,
,,,9.49,,,,,,7.36,,,,,,0.22,,,,,,0.79,,
,,,9.33,,,,,,7.56,,,,,,-0.51,,,,,,0.74,,
,,,8.83,,,,,,10.37,,,,,,-0.61,,,,,,0.69,,
,,,9.54,,,,,,9.44,,,,,,-1.46,,,,,,0.75,,
,,,9.08,,,,,,9.25,,,,,,-1.15,,,,,,0.68,,
,,,9.57,,,,,,8.14,,,,,,-1.73,,,,,,1.39,,
,,,9.02,,,,,,8.42,,,,,,-1.93,,,,,,0.83,,
,,,8.45,,,,,,8.68,,,,,,-2.31,,,,,,0.78,,
,,,8.74,,,,,,9.13,,,,,,-2.59,,,,,,0.89,,
,,,8.12,,,,,,9.96,,,,,,-3.25,,,,,,0.84,,
,,,8.44,,,,,,11.24,,,,,,-2.86,,,,,,0.83,,
,,,10.16,,,,,,4.74,,,,,,0.71,,,,,,0.88,,
,,,9.94,,,,,,5.52,,,,,,0.14,,,,,,0.56,,
,,,9.01,,,,,,5.66,,,,,,-0.21,,,,,,0.43,,
,,,8.49,,,,,,7.76,,,,,,-0.92,,,,,,0.51,,
,,,9.04,,,,,,8.51,,,,,,-0.7,,,,,,0.38,,
,,,8.88,,,,,,10.03,,,,,,-2.46,,,,,,0.51,,
,,,9.31,,,,,,8.54,,,,,,-0.66,,,,,,0.8,,
,,,8.07,,,,,,8.34,,,,,,-1.1,,,,,,0.62,,
,,,7.76,,,,,,7.8,,,,,,-1.36,,,,,,0.63,,
,,,7.57,,,,,,10.24,,,,,,-1.76,,,,,,0.6,,
,,,7.46,,,,,,10.88,,,,,,-1.84,,,,,,0.62,,
,,,7.81,,,,,,12.8,,,,,,-2.69,,,,,,0.57,,
,,,8.01,,,,,,9.13,,,,,,0.89,,,,,,0.69,,
,,,9.86,,,,,,8.28,,,,,,0.78,,,,,,0.58,,
,,,9.28,,,,,,8.19,,,,,,0.41,,,,,,0.61,,
,,,8.47,,,,,,11.46,,,,,,0.17,,,,,,0.6,,
,,,8.15,,,,,,11.68,,,,,,0.22,,,,,,0.53,,
,,,7.66,,,,,,10.54,,,,,,-0.86,,,,,,0.54,,
,,,8.85,,,,,,8.62,,,,,,-0.24,,,,,,0.76,,
,,,9.33,,,,,,9.13,,,,,,-0.59,,,,,,0.73,,
,,,9.12,,,,,,8.17,,,,,,-0.41,,,,,,0.67,,
,,,8.33,,,,,,11.46,,,,,,-1.61,,,,,,0.68,,
,,,7.54,,,,,,11.34,,,,,,-1.34,,,,,,0.66,,
,,,8.33,,,,,,11.35,,,,,,-1.47,,,,,,0.67,,
,,,10.23,,,,,,8.5,,,,,,0.05,,,,,,0.95,,
,,,9.2,,,,,,7.04,,,,,,0.08,,,,,,0.5,,
,,,8.2,,,,,,5.95,,,,,,-1.03,,,,,,0.56,,
,,,8.04,,,,,,7.45,,,,,,-1.54,,,,,,0.53,,
,,,7.56,,,,,,7.17,,,,,,-0.91,,,,,,0.67,,
,,,7.29,,,,,,6.57,,,,,,-2.19,,,,,,0.88,,
,,,7.39,,,,,,6.67,,,,,,0.12,,,,,,0.82,,
,,,8.21,,,,,,6.08,,,,,,-0.68,,,,,,0.57,,
,,,8.47,,,,,,8.05,,,,,,-1.18,,,,,,0.5,,
,,,9.26,,,,,,6.29,,,,,,-1.62,,,,,,0.42,,
,,,7.9,,,,,,6.72,,,,,,-1.69,,,,,,0.58,,
,,,7.4,,,,,,6.39,,,,,,-2.7,,,,,,0.71,,
,,,8.09,,,,,,5.52,,,,,,0.67,,,,,,1.07,,
,,,8.59,,,,,,6.27,,,,,,0.25,,,,,,0.45,,
,,,8.26,,,,,,6.49,,,,,,-0.17,,,,,,0.39,,
,,,8.24,,,,,,8.92,,,,,,-1.16,,,,,,0.35,,
,,,7.3,,,,,,8.97,,,,,,-1.39,,,,,,0.45,,
,,,7.13,,,,,,9.38,,,,,,-2.07,,,,,,0.69,,
,,,7.02,,,,,,8.97,,,,,,-0.52,,,,,,0.5,,
,,,9.45,,,,,,8.36,,,,,,-1.26,,,,,,0.99,,
,,,9.19,,,,,,9.69,,,,,,-1.95,,,,,,0.59,,
,,,8.82,,,,,,11.91,,,,,,-3.3,,,,,,0.64,,
,,,9.02,,,,,,12,,,,,,-2.94,,,,,,0.44,,
,,,9.47,,,,,,11.9,,,,,,-3.92,,,,,,0.73,,
,,,9.66,,,,,,4.38,,,,,,-1.74,,,,,,1.04,,
,,,9.03,,,,,,4.66,,,,,,-1.25,,,,,,0.67,,
,,,8.92,,,,,,5.77,,,,,,-0.62,,,,,,0.63,,
,,,8.65,,,,,,7.41,,,,,,1.03,,,,,,0.63,,
,,,8.92,,,,,,8.87,,,,,,1.53,,,,,,0.6,,
,,,8.91,,,,,,9.22,,,,,,2,,,,,,0.73,,
,,,9.45,,,,,,7.66,,,,,,-2.2,,,,,,0.77,,
,,,10.26,,,,,,8.2,,,,,,-0.29,,,,,,0.48,,
,,,10.11,,,,,,8.27,,,,,,-2.47,,,,,,0.6,,
,,,10.27,,,,,,11.74,,,,,,-0.52,,,,,,0.52,,
,,,10.27,,,,,,10.57,,,,,,0.57,,,,,,0.59,,
,,,11.27,,,,,,11.86,,,,,,1.22,,,,,,0.47,,
,,,12.43,,,,,,6.69,,,,,,-0.49,,,,,,0.48,,
,,,11.27,,,,,,8.69,,,,,,-1.14,,,,,,0.68,,
,,,11.49,,,,,,11.77,,,,,,-1.54,,,,,,0.74,,
,,,11.76,,,,,,8.44,,,,,,-1.92,,,,,,0.74,,
,,,12.03,,,,,,9.42,,,,,,-3.5,,,,,,0.81,,
,,,12.85,,,,,,9.87,,,,,,-3.55,,,,,,0.73,,
,,,13.88,,,,,,11.32,,,,,,-2.09,,,,,,0.73,,
,,,10.84,,,,,,13.98,,,,,,-2.57,,,,,,0.6,,
,,,9.9,,,,,,6.94,,,,,,-2.68,,,,,,0.68,,
